annee,id_eleve,taille_famille,monoparental,pcs_parent,diplome_parent,revenu_mensuel,logement,origine_migratoire,aspiration_famille,implication_parents,opinion_ecole,score_math,score_fr,redoublement,orientation,aspiration_eleve
CE2,795,2,0,profession_intermediaire,bac+5,3735,logement_social,aucune,BAC+5,5,1,198.08004268131364,237.23230562045512,0,general,CAP
CE2,796,5,0,profession_intermediaire,bac+5,2047,maison,aucune,BAC+3,4,1,221.90927552749878,220.1622959543614,0,professionnel,BAC
CE2,797,4,0,cadre,brevet,2427,appartement,deux_parents,BAC+3,3,4,236.13226489574896,242.19376803767682,0,technologique,BAC
CE2,798,4,0,cadre,bac,1834,appartement,aucune,BAC+5,3,5,234.7565701330831,218.1450755609004,1,professionnel,BAC
CE2,799,4,1,employe,bac+5,2344,maison,deux_parents,BAC,3,1,219.92123602767097,210.4003647058333,0,general,CAP
CE2,800,3,0,employe,bac+3,2764,maison,aucune,CAP,5,4,194.5074039703112,192.06588776254105,1,general,CAP
CE2,801,5,0,cadre,bac,2457,appartement,aucune,BAC+3,2,4,221.15094305198375,239.10986129170837,0,technologique,BAC
CE2,802,5,0,profession_intermediaire,bac+3,2143,logement_social,aucune,BAC,2,5,213.4424192376388,217.37167342275916,0,general,CAP
CE2,803,3,0,employe,bac,3524,logement_social,aucune,CAP,2,4,230.4635446626052,209.4277364171793,0,general,CAP
CE2,804,4,1,employe,bac+5,2282,appartement,aucune,BAC+5,2,2,205.53356166209966,210.08468980516477,0,technologique,CAP
CE2,805,2,0,cadre,bac,1207,logement_social,aucune,BAC+5,4,2,233.60709223497724,211.23967772946074,0,general,BAC
CE2,806,5,0,employe,bac,1802,maison,aucune,BAC+5,1,1,217.53867025800798,228.5887762458244,0,professionnel,BAC
CE2,807,2,0,employe,bac+3,2374,logement_social,aucune,CAP,2,2,228.18642776746105,242.0396961369124,0,professionnel,BAC
CE2,808,2,1,employe,bac,1331,appartement,aucune,CAP,4,2,216.8244721243862,223.7586240195884,0,general,BAC
CE2,809,5,1,cadre,bac+3,2336,maison,un_parent,CAP,2,5,246.12857724634978,238.11660477050393,0,technologique,BAC+3
CE2,810,4,0,employe,brevet,2425,maison,deux_parents,CAP,4,3,228.2282740588935,212.17395150390178,0,professionnel,BAC
CE2,811,6,0,profession_intermediaire,brevet,1440,logement_social,aucune,BAC+3,3,3,209.28830616561953,223.29176678288422,0,general,CAP
CE2,812,3,0,cadre,bac,2548,maison,aucune,BAC+5,2,5,236.57210268868823,212.51457471682264,1,technologique,BAC
CE2,813,6,0,employe,bac+5,2531,logement_social,aucune,BAC,3,5,208.13980287254054,236.4991474465644,0,technologique,BAC
CE2,814,3,0,ouvrier,bac+3,3252,maison,aucune,BAC+3,1,5,196.45668094172788,220.4396570463718,0,technologique,CAP
CE2,815,5,0,profession_intermediaire,bac+3,2543,appartement,aucune,BAC+3,4,1,229.19511568148073,220.10014203025705,0,technologique,BAC
CE2,816,3,1,employe,bac+3,2138,maison,aucune,CAP,3,2,195.40914682931185,240.10071688730372,0,technologique,CAP
CE2,817,3,0,employe,bac,2809,maison,aucune,BAC+3,1,4,199.87590453137457,215.04246443639548,0,professionnel,CAP
CE2,818,5,0,profession_intermediaire,bac,2932,maison,un_parent,CAP,2,1,193.0544733008556,198.74877730070324,1,general,CAP
CE2,819,5,0,ouvrier,bac,2168,appartement,aucune,BAC+5,3,2,197.01982822299257,211.15660209051458,0,general,CAP
CE2,820,2,0,ouvrier,bac+5,2001,maison,aucune,BAC+5,3,1,206.92208803457737,201.30556325727386,0,general,CAP
CE2,821,4,0,cadre,bac+5,2242,logement_social,aucune,BAC+3,5,5,239.1309680876012,221.267226117814,0,general,BAC
CE2,822,2,0,employe,bac+5,1899,appartement,aucune,BAC+5,1,2,188.32231885236075,208.22930140243722,0,general,CAP
CE2,823,4,0,employe,brevet,1553,maison,aucune,CAP,1,4,215.4310205443113,206.290689957691,0,technologique,CAP
CE2,824,4,0,cadre,bac+5,2902,logement_social,aucune,BAC+3,3,5,214.47415734018634,222.1555282712009,0,general,CAP
CE2,825,4,0,cadre,bac,2299,appartement,aucune,BAC,5,4,233.81022978624028,228.35256342410852,0,technologique,BAC
CE2,827,3,0,profession_intermediaire,bac,4211,maison,aucune,BAC+3,3,1,222.20291484273304,229.06873281612346,0,general,BAC
CE2,828,2,0,cadre,brevet,2485,maison,aucune,BAC+5,1,2,243.00039764599805,246.93915535137907,0,general,BAC+3
CE2,829,6,0,profession_intermediaire,bac,1704,logement_social,aucune,CAP,4,1,249.75435085915066,185.35276462415314,0,general,CAP
CE2,830,4,0,cadre,brevet,2065,maison,aucune,BAC+3,4,5,264.2554106256634,223.16411223654924,0,general,BAC+3
CE2,831,4,0,cadre,bac,2451,appartement,aucune,BAC,3,3,235.73978321824362,243.8222778886249,0,general,BAC
CE2,832,4,1,profession_intermediaire,bac+3,2352,maison,aucune,BAC+5,4,2,217.22420342373283,209.73109465025004,1,general,CAP
CE2,833,4,0,ouvrier,bac+3,1226,appartement,un_parent,CAP,5,4,209.37377011047218,206.121115488795,0,general,CAP
CE2,834,2,0,cadre,bac,2623,appartement,aucune,BAC+3,4,5,231.54171407072243,245.33200120652603,0,general,BAC
CE2,835,4,0,profession_intermediaire,bac+3,2738,appartement,aucune,BAC,3,3,226.88466203511416,238.00239761612707,1,general,BAC
CE2,837,3,0,cadre,bac,974,maison,aucune,BAC+5,4,4,209.72059726542207,232.50182988315527,0,technologique,BAC
CE2,838,6,1,cadre,bac+3,3015,maison,aucune,BAC+3,4,3,246.39060873366859,250.1560044249818,0,general,BAC+3
CE2,839,6,0,employe,bac,3166,logement_social,aucune,BAC+5,1,1,201.25648142396292,205.28625667832242,0,general,CAP
CE2,840,3,0,ouvrier,brevet,2720,maison,aucune,BAC,3,4,200.779063651731,214.91827684611505,0,technologique,CAP
CE2,841,6,0,ouvrier,brevet,3021,logement_social,un_parent,BAC+3,4,4,194.3801813597336,209.50464361034904,0,general,CAP
CE2,842,3,0,ouvrier,bac,1508,appartement,aucune,BAC+5,5,2,197.32938840355476,194.53335084736864,1,general,CAP
CE2,843,4,0,profession_intermediaire,bac,3134,maison,aucune,BAC+5,2,2,212.79008786424012,229.86295946534432,0,general,BAC
CE2,844,2,0,employe,bac,2432,maison,aucune,BAC+5,5,4,197.10824163018796,230.1829291591895,0,technologique,CAP
CE2,845,4,0,employe,bac+5,2487,appartement,deux_parents,BAC+3,5,1,189.6192892549796,198.1953183127601,0,technologique,CAP
CE2,847,6,1,ouvrier,bac+5,2269,appartement,un_parent,BAC+5,2,4,182.7778803967635,207.5413975357743,0,general,CAP
CE2,848,6,0,cadre,bac+3,3328,appartement,aucune,BAC+5,1,2,225.5126235785068,229.76559948226668,0,general,BAC
CE2,849,3,1,profession_intermediaire,bac,894,maison,aucune,BAC+5,3,1,209.3587979640047,216.28178101256202,1,general,CAP
CE2,850,5,1,ouvrier,bac+5,2175,appartement,aucune,CAP,2,1,195.29380128309438,209.78697816623568,0,general,CAP
CE2,851,4,0,profession_intermediaire,brevet,2630,maison,aucune,BAC,2,5,214.28350409494013,214.20187945050824,0,general,CAP
CE2,852,6,0,profession_intermediaire,bac,1267,logement_social,aucune,CAP,1,2,202.37417339542083,228.4953048452751,0,technologique,CAP
CE2,853,2,0,employe,brevet,3282,logement_social,aucune,BAC+3,3,3,232.9699164353438,202.0610666734188,0,general,CAP
CE2,854,2,1,employe,brevet,3987,maison,aucune,BAC+3,5,2,200.42207245463212,228.34831954211916,0,professionnel,CAP
CE2,855,6,0,cadre,bac+3,2007,appartement,aucune,BAC,1,4,222.94121810790622,243.11729028277537,0,general,BAC
CE2,856,4,0,ouvrier,bac+5,2805,logement_social,aucune,CAP,5,5,197.61404995127367,201.16883354873423,0,general,CAP
CE2,857,3,0,cadre,brevet,1540,appartement,aucune,BAC+3,1,5,245.65636215984068,227.20751695479498,0,general,BAC
CE2,858,6,0,cadre,bac+5,4131,appartement,aucune,BAC,4,3,201.56428294425007,245.72354174423543,1,general,BAC
CE2,859,5,0,profession_intermediaire,brevet,3107,appartement,aucune,BAC+5,5,1,215.78198562347717,222.02577161509518,0,general,CAP
CE2,860,2,0,employe,brevet,2141,maison,un_parent,BAC,4,3,223.12432255291694,236.11680605240127,0,general,BAC
CE2,861,6,0,employe,bac,1762,maison,aucune,BAC,2,1,224.88766435427704,225.8295595955512,0,professionnel,BAC
CE2,862,6,1,profession_intermediaire,bac+3,2344,appartement,aucune,BAC+3,2,5,222.47421709368365,233.83374942069392,0,professionnel,BAC
CE2,863,2,0,ouvrier,bac+5,2322,maison,aucune,BAC+5,5,4,183.57396076458,210.73245324083294,0,general,CAP
CE2,864,2,0,ouvrier,brevet,2820,appartement,aucune,CAP,4,4,197.30342557172506,231.9199220986129,0,technologique,CAP
CE2,865,6,0,employe,bac,1686,logement_social,un_parent,BAC+3,1,2,232.65274266371077,215.80102605851079,1,technologique,BAC
CE2,866,5,0,profession_intermediaire,bac,2517,appartement,aucune,BAC+3,4,3,190.13520056496915,235.42120307921408,0,general,CAP
CE2,867,6,0,cadre,bac,275,maison,aucune,CAP,2,4,220.40642400550783,214.16244083565653,0,general,CAP
CE2,868,5,0,profession_intermediaire,bac,3459,maison,aucune,CAP,3,3,241.5343561379449,215.19106163792364,1,professionnel,BAC
CE2,869,6,0,employe,bac+5,2263,appartement,aucune,BAC,2,4,237.88296284605894,221.10526245167244,0,general,BAC
CE2,870,6,0,employe,bac+5,2489,logement_social,aucune,BAC+3,2,1,221.76343972866613,225.21847650601111,0,general,BAC
CE2,872,3,0,profession_intermediaire,brevet,1895,maison,aucune,BAC,2,4,233.9420449552341,206.88144705491214,0,general,BAC
CE2,873,6,0,employe,bac+5,2084,maison,aucune,CAP,5,1,219.6059427894115,211.72444111053457,0,general,CAP
CE2,874,2,0,employe,brevet,1997,maison,aucune,BAC+5,5,2,225.51838698173262,224.14107489822547,0,general,BAC
CE2,875,6,0,profession_intermediaire,brevet,1459,logement_social,aucune,CAP,5,1,214.35653386232485,222.5633994327374,0,general,CAP
CE2,876,5,0,employe,bac+3,3311,logement_social,deux_parents,BAC+3,5,3,212.5250961830167,217.68968354367445,0,professionnel,CAP
CE2,877,4,0,cadre,bac+5,2407,maison,aucune,BAC,2,1,215.37877396845076,236.09958768010745,0,general,BAC
CE2,878,5,0,cadre,bac+3,1984,maison,aucune,BAC,5,3,225.52177313195827,233.81197073330245,1,technologique,BAC
CE2,879,4,1,cadre,bac+3,2979,appartement,aucune,CAP,3,2,222.40031740886218,246.17618718342666,0,general,BAC
CE2,881,2,0,profession_intermediaire,brevet,1613,logement_social,aucune,BAC+5,3,4,198.99130185508318,225.51335192948858,1,professionnel,CAP
CE2,883,6,1,ouvrier,brevet,2516,appartement,un_parent,CAP,1,4,202.7002249972242,205.2845558446325,0,professionnel,CAP
CE2,884,2,1,employe,bac+5,1804,maison,aucune,BAC+3,1,2,194.74097456173044,223.718313398944,0,professionnel,CAP
CE2,885,5,0,ouvrier,brevet,3024,appartement,aucune,BAC+5,5,3,187.67594237408434,219.26271310438256,0,technologique,CAP
CE2,886,6,0,profession_intermediaire,bac+5,1497,maison,aucune,BAC+3,3,2,205.79338911525946,232.63475468974778,0,general,CAP
CE2,887,3,0,profession_intermediaire,bac,2708,logement_social,un_parent,BAC+5,2,2,209.84999720353056,217.23464185667137,0,technologique,CAP
CE2,888,2,1,profession_intermediaire,bac+5,3050,appartement,aucune,BAC+3,4,2,210.86040674370355,205.28319809348002,0,technologique,CAP
CE2,889,5,0,cadre,bac+5,1425,appartement,aucune,BAC+3,3,1,238.82455486769612,227.44650398472967,0,general,BAC
CE2,890,6,0,ouvrier,bac+5,863,appartement,un_parent,CAP,2,4,210.80971537020903,187.52549573849512,0,technologique,CAP
CE2,891,4,0,employe,brevet,3828,appartement,un_parent,BAC,2,2,211.02425821545717,209.63188309609927,1,technologique,CAP
CE2,892,2,1,cadre,bac+3,1959,maison,aucune,CAP,4,3,227.5037319330122,214.213380604411,0,general,BAC
CE2,893,5,1,employe,bac,2178,maison,aucune,BAC,5,2,208.93089247765792,203.66611001335144,0,general,CAP
CE2,894,5,1,employe,bac+3,3336,appartement,aucune,CAP,2,3,224.0185476059062,212.82800684047442,0,general,CAP
CE2,895,2,0,ouvrier,bac+3,3148,logement_social,aucune,CAP,3,5,207.28986587979927,204.54375043129875,0,professionnel,CAP
CE2,896,2,0,cadre,bac+3,2138,appartement,un_parent,CAP,3,3,246.02000862751942,220.54307776144057,0,general,BAC
CE2,898,5,0,ouvrier,bac+5,2122,appartement,aucune,BAC+5,3,1,194.31806965758577,215.10811188359958,1,technologique,CAP
CE2,899,6,1,ouvrier,bac+5,2750,appartement,un_parent,BAC+3,1,5,248.0739943342228,196.26213901426877,0,general,BAC
CE2,901,2,1,profession_intermediaire,brevet,3341,maison,aucune,BAC+5,4,1,205.28886159346985,220.36766709976186,0,general,CAP
CE2,902,6,0,employe,bac+3,2807,appartement,un_parent,BAC+5,1,5,180.78929300223348,210.04176788263774,0,professionnel,CAP
CE2,903,4,0,profession_intermediaire,brevet,2054,appartement,aucune,BAC+5,3,4,206.64749088970893,233.29036897471732,0,technologique,CAP
CE2,904,5,0,ouvrier,brevet,4447,maison,aucune,BAC,5,1,197.08953529573972,207.90070598721923,0,general,CAP
CE2,905,4,0,cadre,bac+5,2713,maison,deux_parents,CAP,4,1,237.59025616520682,239.54809139365798,0,general,BAC
CE2,906,3,0,profession_intermediaire,brevet,4318,appartement,deux_parents,CAP,1,4,220.65028263267894,221.2695519915958,0,general,BAC
CE2,907,3,0,ouvrier,bac+5,2537,appartement,aucune,BAC+3,2,3,191.95930227480605,187.96694985528603,0,general,CAP
CE2,908,5,1,cadre,bac+3,2275,maison,aucune,BAC+3,4,5,233.25746090321917,242.35182976255138,0,professionnel,BAC
CE2,909,4,0,ouvrier,bac+3,3638,maison,un_parent,BAC+5,3,4,199.89977520558799,199.28367236768696,0,technologique,CAP
CE2,910,3,0,cadre,brevet,3320,maison,aucune,BAC,5,2,251.80675413816655,234.23948422703026,0,general,BAC+3
CE2,912,5,0,cadre,brevet,1364,appartement,aucune,BAC+5,3,1,218.705970180457,237.08815798683705,0,professionnel,BAC
CE2,913,6,0,cadre,brevet,1077,maison,aucune,BAC+3,5,2,227.3951664037441,236.28095393778443,0,professionnel,BAC
CE2,914,6,0,profession_intermediaire,bac,2951,maison,deux_parents,BAC,2,3,185.11453204985736,243.79872745627904,1,general,CAP
CE2,915,2,1,cadre,brevet,2308,maison,aucune,BAC,4,4,222.6355433021578,232.35974948102876,0,general,BAC
CE2,916,6,0,cadre,bac,3159,maison,aucune,BAC+5,5,4,228.20831353173793,226.3763496936066,0,general,BAC
CE2,917,4,0,profession_intermediaire,brevet,3031,logement_social,aucune,BAC+3,5,4,222.92690037747366,242.160687432932,0,professionnel,BAC
CE2,918,3,0,profession_intermediaire,bac,1897,maison,aucune,BAC+3,2,4,218.2704714615269,221.2787773827552,0,general,CAP
CE2,919,2,1,ouvrier,brevet,1204,maison,un_parent,BAC+3,1,1,199.73172673371553,207.93726984658926,0,technologique,CAP
CE2,920,2,0,employe,brevet,3976,appartement,aucune,BAC+3,2,4,239.06750476493482,225.41095758410347,0,general,BAC
CE2,921,4,0,ouvrier,brevet,2962,maison,aucune,CAP,4,3,184.4350587411724,198.58938656729416,0,professionnel,CAP
CE2,922,3,0,profession_intermediaire,brevet,4352,maison,aucune,BAC+5,4,1,201.24324638036344,250.85175982250877,0,technologique,BAC
CE2,923,3,1,profession_intermediaire,bac+5,2919,logement_social,aucune,BAC+5,3,5,212.36967612516023,234.01243735224546,0,general,BAC
CE2,924,4,0,ouvrier,bac+5,2395,maison,deux_parents,BAC+5,5,4,217.0030214560873,216.3682245061582,0,general,CAP
CE2,925,6,0,profession_intermediaire,bac+5,2869,appartement,aucune,BAC+3,5,2,218.4149153553486,207.47223479559315,0,professionnel,CAP
CE2,926,6,0,profession_intermediaire,bac+3,2573,appartement,aucune,BAC+5,3,4,217.9376897091049,212.40588276515354,1,technologique,CAP
CE2,927,6,0,ouvrier,brevet,863,maison,aucune,BAC,5,2,211.6607464292505,200.5976854476016,0,technologique,CAP
CE2,928,5,0,ouvrier,bac+5,3335,maison,aucune,BAC+3,4,3,188.6632723470605,219.0263689040448,0,technologique,CAP
CE2,929,2,0,profession_intermediaire,bac,1985,logement_social,un_parent,BAC,1,5,199.46586377600363,245.70876617702933,0,technologique,BAC
CE2,930,3,0,employe,bac,2349,appartement,aucune,BAC+5,2,4,194.3774581446001,221.17220876211556,1,technologique,CAP
CE2,931,5,0,employe,bac,2763,appartement,aucune,BAC+3,4,5,215.93582530650502,212.61644882789213,0,general,CAP
CE2,932,6,0,cadre,bac,2540,appartement,deux_parents,BAC+5,3,1,229.22258323885558,237.57694746609832,0,technologique,BAC
CE2,933,3,0,employe,brevet,2882,maison,aucune,BAC+5,2,1,231.59892971170046,231.76092064142816,0,general,BAC
CE2,934,5,0,profession_intermediaire,bac+3,2287,maison,aucune,BAC+3,4,3,225.50295872946592,246.20151840011107,0,general,BAC
CE2,935,2,0,cadre,brevet,939,appartement,aucune,BAC+3,3,2,258.8522079399136,230.72703628213839,0,general,BAC+3
CE2,936,6,1,employe,brevet,2884,maison,deux_parents,BAC,1,3,202.72174074523073,226.56464741438197,0,technologique,CAP
CE2,939,3,0,employe,bac,2341,maison,aucune,BAC+5,2,1,223.82365540133392,230.47464647975372,1,general,BAC
CE2,940,6,1,employe,brevet,2299,maison,aucune,BAC+5,4,3,218.79631551873828,201.89127129270852,0,general,CAP
CE2,941,5,1,profession_intermediaire,bac,3319,appartement,aucune,BAC+5,5,2,209.04858329900281,211.4897677875294,0,technologique,CAP
CE2,942,2,0,profession_intermediaire,bac+3,2878,maison,un_parent,CAP,5,2,213.14495903521473,223.01170904261195,0,technologique,CAP
CE2,943,3,0,employe,bac,2581,appartement,aucune,BAC+5,5,4,211.59041205420493,235.75351333397205,0,general,BAC
CE2,945,3,0,profession_intermediaire,bac+3,3455,appartement,aucune,BAC+3,4,4,210.4362158046614,234.9622872034318,0,professionnel,BAC
CE2,946,6,0,cadre,bac+5,3317,maison,aucune,BAC+3,1,3,218.3745092659862,228.50957023354718,0,general,BAC
CE2,947,6,0,cadre,bac,1273,appartement,aucune,CAP,1,4,221.81267250286717,247.74519395528253,0,general,BAC
CE2,948,4,0,cadre,bac+3,3343,appartement,aucune,BAC+5,5,4,226.20246518480243,240.26786831721623,0,general,BAC
CE2,950,3,0,profession_intermediaire,bac+3,2241,maison,aucune,BAC+5,4,2,210.28914279091552,236.4903678538862,0,general,BAC
CE2,951,4,0,ouvrier,bac+3,2450,logement_social,aucune,BAC,3,1,172.31482360235788,212.41640142734872,0,general,CAP
CE2,952,4,1,employe,bac+5,3196,appartement,un_parent,BAC+5,3,3,217.56792871451304,226.27033512921093,0,general,BAC
CE2,954,5,0,employe,bac+3,3454,appartement,deux_parents,BAC+3,5,3,227.93650746996536,201.95707282466398,0,general,CAP
CE2,955,2,0,profession_intermediaire,brevet,2650,maison,un_parent,BAC,1,5,212.5992757719058,220.1169669021239,0,general,CAP
CE2,956,6,0,employe,bac+3,1617,appartement,un_parent,CAP,2,1,222.84805125320523,203.16046204044048,0,general,CAP
CE2,957,3,1,cadre,bac+3,1778,appartement,aucune,CAP,5,4,240.05427690352127,249.1678291012413,0,technologique,BAC+3
CE2,959,2,0,ouvrier,bac+3,1212,maison,aucune,CAP,1,4,181.84888762005764,236.4711119034067,0,general,CAP
CE2,961,6,0,profession_intermediaire,bac+5,2671,appartement,un_parent,BAC+3,1,1,240.31202422658754,227.53000338876927,0,general,BAC
CE2,962,2,0,ouvrier,brevet,2935,appartement,aucune,BAC+3,4,1,182.8301824705224,207.2917816598175,0,technologique,CAP
CE2,963,3,0,employe,bac+5,2915,appartement,aucune,CAP,5,4,236.65796460817285,206.31491904921012,0,general,BAC
CE2,965,3,0,profession_intermediaire,bac+5,1931,maison,un_parent,CAP,3,3,201.55413451419028,228.42573979284165,0,technologique,CAP
CE2,966,6,0,profession_intermediaire,bac+3,2915,appartement,aucune,BAC,3,4,206.24544947004614,217.54518327716244,0,technologique,CAP
CE2,967,3,0,employe,bac,2890,maison,aucune,BAC,2,2,203.7117094980564,216.49759571336722,0,general,CAP
CE2,968,3,0,cadre,brevet,891,appartement,un_parent,BAC+5,1,3,230.19504117724003,231.42245391006819,0,technologique,BAC
CE2,969,6,0,employe,bac+5,2901,maison,un_parent,BAC+5,3,4,201.77094679081037,209.47222594309395,0,technologique,CAP
CE2,970,5,0,cadre,bac+5,2189,appartement,aucune,BAC+5,2,2,232.20239692006814,223.06839107931455,0,general,BAC
CE2,971,4,0,profession_intermediaire,bac+3,2454,logement_social,aucune,BAC,2,2,207.6712746742437,226.97517215095903,0,general,CAP
CE2,972,6,0,employe,bac+3,2778,appartement,aucune,BAC+5,1,1,211.86130987028605,245.92557256253446,0,general,BAC
CE2,975,2,0,profession_intermediaire,brevet,2725,logement_social,aucune,BAC+3,2,3,213.30241146221474,208.98433160461133,0,technologique,CAP
CE2,976,5,0,employe,bac+3,1692,maison,aucune,CAP,2,3,216.13542060863583,242.48622409207965,1,technologique,BAC
CE2,977,3,0,cadre,brevet,2040,maison,aucune,BAC+5,2,3,212.3621643792136,237.72787948984094,0,general,BAC
CE2,978,2,0,profession_intermediaire,brevet,3136,appartement,aucune,BAC,5,3,224.59553311925262,240.94811908050409,0,technologique,BAC
CE2,979,6,0,ouvrier,bac+5,2517,appartement,deux_parents,CAP,4,4,210.97026169945534,220.26105375424905,0,technologique,CAP
CE2,980,4,0,cadre,bac,3930,maison,aucune,BAC+3,1,1,212.08362152961004,211.5877246136384,0,professionnel,CAP
CE2,981,5,0,employe,bac+3,3462,logement_social,un_parent,BAC,2,2,204.0309427392067,202.62863545763656,0,technologique,CAP
CE2,982,5,0,employe,brevet,2888,logement_social,aucune,CAP,1,3,211.83759368468802,230.74712768794097,0,general,BAC
CE2,983,2,0,cadre,brevet,2040,logement_social,aucune,BAC+3,1,4,227.0498862818579,225.91122574712298,1,technologique,BAC
CE2,984,5,0,cadre,bac+3,2653,maison,un_parent,BAC+5,1,3,229.7238699660804,242.33401081279118,0,general,BAC
CE2,985,5,0,cadre,bac,2218,appartement,aucune,BAC,2,4,232.98701915073815,237.09808251299253,0,technologique,BAC
CE2,986,4,0,cadre,bac+5,3617,appartement,aucune,CAP,1,5,245.9304807014416,235.41710417441342,0,general,BAC+3
CE2,987,2,0,profession_intermediaire,bac,4462,logement_social,aucune,BAC+3,5,5,218.80538346996664,225.85686782016168,0,technologique,BAC
CE2,988,6,0,ouvrier,bac+5,3422,maison,aucune,BAC+5,5,3,196.21715719218074,213.71075340857033,0,general,CAP
CE2,989,5,0,cadre,bac+5,1302,appartement,aucune,BAC+5,2,5,215.94802650586456,243.32511517445838,1,general,BAC
CE2,990,4,1,profession_intermediaire,bac,2498,maison,aucune,BAC,2,5,206.588689087759,239.80535528368148,0,technologique,BAC
CE2,991,5,0,cadre,bac+5,1912,appartement,aucune,BAC+5,3,5,228.20688719869537,235.10146577185577,0,general,BAC
CE2,993,5,0,profession_intermediaire,bac+5,2556,maison,aucune,BAC+5,5,1,214.07842267745053,219.62629023120076,0,general,CAP
CE2,994,4,0,employe,bac+5,2465,logement_social,un_parent,BAC+5,2,5,211.78202459284444,231.8392186984697,0,general,BAC
CE2,995,4,1,employe,bac+5,3503,appartement,aucune,BAC,2,2,220.93601631170813,202.54863845934227,0,technologique,CAP
CE2,996,4,0,ouvrier,bac+5,3660,maison,aucune,BAC+5,4,4,192.6113131855174,224.22050879659648,0,general,CAP
CE2,997,5,0,cadre,brevet,2792,appartement,deux_parents,BAC+3,3,2,233.37231388033223,246.43803668347243,0,technologique,BAC
CE2,998,4,1,profession_intermediaire,bac,3106,appartement,deux_parents,BAC+5,4,2,215.7155686230905,232.47430365678895,0,general,BAC
CE2,999,4,0,ouvrier,bac+3,1934,appartement,un_parent,BAC,5,2,202.76825110040278,215.41555926837341,0,professionnel,CAP
CE2,1000,3,1,employe,bac+5,2266,appartement,aucune,BAC+5,5,1,220.74486519595916,203.94932809163325,0,technologique,CAP
CM1,1,4,1,employe,bac+5,3147,logement_social,aucune,BAC+5,2,4,194.46229749789913,230.91764242939658,0,technologique,CAP
CM1,3,3,0,employe,bac+3,1263,logement_social,un_parent,BAC+5,3,2,213.7501687279657,221.1847763004993,1,general,CAP
CM1,4,3,0,ouvrier,bac+5,3318,appartement,aucune,BAC+5,3,3,202.64395192482078,205.65253531083167,0,general,CAP
CM1,5,4,0,ouvrier,brevet,2300,logement_social,aucune,BAC+5,2,3,200.83376356646906,213.7557742850181,0,technologique,CAP
CM1,8,2,0,employe,bac,2997,maison,aucune,BAC,4,3,244.8293691061792,218.68277929265582,0,general,BAC
CM1,9,3,0,profession_intermediaire,bac+5,1690,appartement,aucune,BAC+5,2,1,230.8303936980671,229.34882155587752,0,technologique,BAC
CM1,10,4,0,cadre,bac,2369,appartement,un_parent,BAC+5,4,5,228.27134242898788,215.38957783796775,0,general,BAC
CM1,11,6,1,profession_intermediaire,bac+5,3273,logement_social,un_parent,BAC+5,5,3,232.02069461664533,186.3630088465045,0,professionnel,CAP
CM1,12,4,0,employe,bac+5,2778,maison,aucune,BAC,1,2,210.6167007985352,231.24038962783152,0,technologique,BAC
CM1,13,4,0,profession_intermediaire,bac+5,2633,logement_social,aucune,BAC+3,2,1,222.26216583833326,211.10392598703308,0,general,CAP
CM1,14,2,1,employe,bac+5,1502,appartement,aucune,BAC+3,2,4,187.44955428356286,231.5924079999712,0,technologique,CAP
CM1,15,5,0,employe,bac+5,1712,maison,aucune,BAC+3,4,5,202.65351292516763,239.6722136455993,0,technologique,BAC
CM1,16,2,0,profession_intermediaire,bac+3,2853,maison,aucune,CAP,1,3,241.44974873749112,234.9057934796138,0,technologique,BAC
CM1,17,2,0,employe,brevet,2002,appartement,aucune,BAC+3,3,5,237.11513349286037,203.06028719951482,1,general,BAC
CM1,18,6,0,cadre,bac+5,659,appartement,aucune,BAC+3,1,4,251.76719952404972,233.07552978847596,0,general,BAC+3
CM1,19,4,0,profession_intermediaire,bac,2928,maison,un_parent,BAC+5,3,5,225.33883971679856,249.51891798876,0,general,BAC
CM1,20,3,1,cadre,brevet,4063,logement_social,aucune,BAC,3,3,230.3522234415018,206.50216200328214,0,general,CAP
CM1,21,3,0,cadre,bac,3486,maison,aucune,BAC+3,2,5,234.08950821204542,229.52507966841165,1,technologique,BAC
CM1,22,2,0,cadre,bac+5,2177,logement_social,deux_parents,BAC+5,1,2,230.40708542215083,241.8768023372301,0,general,BAC
CM1,23,4,0,employe,bac,1513,maison,aucune,BAC+3,4,5,209.52950410819227,234.47870627141657,0,professionnel,BAC
CM1,24,5,0,employe,bac+3,2245,maison,aucune,CAP,3,3,237.25981428770015,229.6394715099342,0,general,BAC
CM1,25,2,0,employe,bac,2843,appartement,aucune,BAC+5,2,1,221.2021682393716,231.2554622645076,0,general,BAC
CM1,26,4,0,profession_intermediaire,bac+3,2429,appartement,aucune,CAP,5,2,204.2095481806354,226.62448137097692,0,general,CAP
CM1,27,6,0,employe,bac+5,2606,maison,aucune,BAC+5,3,5,217.47424557085242,221.01881377477335,0,technologique,CAP
CM1,28,5,0,employe,bac+3,3188,maison,aucune,BAC,1,4,227.13985792967594,218.57054599471167,0,general,BAC
CM1,29,3,0,employe,bac+5,1831,appartement,aucune,BAC,2,5,233.71203842577586,233.676398127639,0,technologique,BAC
CM1,30,6,0,cadre,bac,2730,appartement,aucune,BAC,2,2,242.2815652937195,234.55974269213687,0,technologique,BAC
CM1,31,2,0,ouvrier,bac+3,2913,appartement,aucune,BAC+5,3,2,227.55771374209826,208.82668422140853,0,technologique,CAP
